ID,Type,CodeName,Gender,Age,Educ,BusExp,PrevFound,Qfounded,PrevWorked,Qworked,PrevPitch,QPrevPitch,ScaleIntent,Rho1,Rho2,StageType,GlobalI1,GlobalE1,GlobalS1,DIF1,DIMI1,DIME1,DIMS1,DIM1,DIMper1,INTI1,INTE1,INTS1,INT1,INTper1,DI1,DIS1,AIper1,GlobalI2,GlobalE2,GlobalS2,DIF2,DIMI2,DIME2,DIMS2,DIM2,DIMper2,INTI2,INTE2,INTS2,INT2,INTper2,DI2,DIS2,AIper2,BalDIMI1,BalDIME1,BalDIMS1,BalDIMI2,BalDIME2,BalDIMS2,DIF1divDIF2,VQ1,VQ2,SQ1,SQ2,BQr1,BQr2,BQa1,BQa2,CQ1,CQ2,FQ1,FQ2,CapAction,ZBalDIMI1,ZBalDIME1,ZBalDIMS1,ZBalDIMI2,ZBalDIME2,ZBalDIMS2
6516.,NE,C. Rober,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.906,0.866,#NULL!,14,13,15,34,12,10,12,2,6,2,3,3,8,24,1,0,50,15,17,19,38,11,13,14,4,11,4,4,5,13,34,2,0,50,0.667,0.200,0.583,0.182,0.769,0.500,89.000,44,10,55,17,1.250,1.700,49.5,13.5,61.9,23.0,20.00,24.50,24.00,0.75548,-0.52460,0.31241,-0.36498,0.72253,-0.32147
7201.,NE,Robert,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.924,0.922,#NULL!,6,8,18,26,6,7,13,13,50,0,1,5,6,23,9,0,50,11,10,12,26,9,8,9,1,4,2,2,3,7,27,2,0,50,0.500,0.429,0.538,0.000,0.500,1.000,100.000,45,19,34,8,0.756,0.421,39.5,13.5,29.8,5.7,38.00,15.00,17.00,-0.02632,0.59466,0.01178,-1.30071,-0.28481,1.82378
6186.,NE,Michael,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.953,0.887,#NULL!,8,9,8,24,8,9,7,3,13,0,0,1,1,4,2,0,50,9,15,21,34,7,12,15,11,32,2,3,6,11,32,7,0,50,0.750,0.333,0.429,0.429,0.500,0.533,70.000,28,4,56,22,2.000,5.500,42.0,13.0,84.0,71.5,18.50,33.00,19.00,1.14637,0.12830,-0.72445,0.90493,-0.28481,-0.17845
7581.,NE,Cecil,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.941,0.930,#NULL!,5,8,16,24,5,7,12,12,50,0,1,4,5,21,7,2,58,2,14,13,22,2,10,10,8,36,0,4,3,7,32,5,2,59,0.400,0.429,0.417,0.000,0.900,0.000,109.000,41,19,39,17,0.951,0.895,40.0,18.0,38.0,16.1,37.00,29.00,12.00,-0.49539,0.59466,-0.80421,-1.30071,1.21182,-2.46671
7437.,NE,Harold,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.866,0.873,#NULL!,5,20,23,36,5,14,17,15,42,0,6,6,12,33,6,2,53,14,13,22,38,12,11,15,7,18,2,2,7,11,29,10,0,50,0.800,0.143,0.647,0.417,1.000,0.200,94.000,63,29,56,18,0.889,0.621,59.5,23.5,52.9,14.6,39.00,28.00,23.00,1.38091,-0.80441,0.73935,0.84366,1.58597,-1.60862
7042.,NE,Donny,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.885,0.844,#NULL!,9,18,20,38,8,14,16,10,26,1,4,4,9,24,3,0,50,10,23,24,42,8,17,17,9,21,2,6,7,15,36,6,0,50,0.625,0.429,0.500,0.750,0.412,0.471,90.000,57,19,66,24,1.158,1.263,61.5,21.5,71.2,27.2,32.00,31.50,25.00,0.56003,0.59466,-0.24590,2.55916,-0.61495,-0.44766
6218.,NE,Whitt,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.899,0.773,#NULL!,6,16,21,34,6,13,15,11,32,0,3,6,9,26,9,2,56,16,25,30,50,13,17,20,10,20,3,8,10,21,42,9,0,50,0.333,0.308,0.600,0.385,0.176,0.850,68.000,54,22,81,31,1.500,1.409,67.5,26.5,101.3,37.3,33.00,35.00,30.00,-0.80811,0.00274,0.42407,0.67871,-1.49532,1.18021
6530.,NE,Jay,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.910,0.870,#NULL!,10,15,15,32,9,11,12,4,13,1,4,3,8,25,4,0,50,13,14,18,34,11,10,13,5,15,2,4,5,11,32,4,0,50,0.667,0.364,0.500,0.273,0.100,1.000,94.000,44,12,50,16,1.136,1.333,47.0,14.0,53.4,18.7,22.50,24.50,21.00,0.75548,0.27669,-0.24590,0.10288,-1.78144,1.82378
6667.,NE,Larina,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.856,0.899,#NULL!,2,27,17,32,2,18,12,22,69,0,9,5,14,44,13,2,63,15,9,18,32,11,8,13,7,22,4,1,5,10,31,5,0,50,0.000,0.111,0.833,0.273,0.875,0.462,100.000,68,38,49,17,0.721,0.447,58.5,27.5,42.2,12.3,50.50,27.00,19.00,-2.37170,-0.95986,1.98734,0.10288,1.11828,-0.48649
6213.,NE,Marty,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.875,0.782,#NULL!,14,13,25,40,12,10,18,14,35,2,3,7,12,30,9,2,55,25,33,11,48,17,22,9,18,38,8,11,2,21,44,12,0,50,0.750,0.100,0.444,0.176,0.818,0.333,83.000,66,28,87,39,1.318,1.393,76.5,33.5,100.8,46.7,37.50,43.00,39.00,1.14637,-1.01427,-0.61810,-0.39250,0.90569,-1.03655
7037.,NE,Bruce,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.914,0.947,#NULL!,4,9,23,28,4,8,16,20,71,0,1,7,8,29,13,2,57,4,10,12,22,4,8,10,8,36,0,2,2,4,18,2,0,50,0.000,0.375,0.563,0.250,1.000,0.200,127.000,56,30,34,12,0.607,0.400,45.0,21.0,27.3,8.4,49.50,29.00,12.00,-2.37170,0.33233,0.17283,-0.01408,1.58597,-1.60862
6891.,NE,Robb,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.804,0.899,#NULL!,15,22,27,46,12,15,19,11,24,3,7,8,18,39,6,2,52,15,7,17,30,12,5,13,9,30,3,2,4,9,30,3,0,50,0.500,0.467,0.474,0.333,1.000,0.462,153.000,75,31,48,18,0.640,0.581,61.5,24.5,39.4,14.2,35.00,30.00,17.00,-0.02632,0.78120,-0.42221,0.41479,1.58597,-0.48649
7013.,NE,Steve,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.681,0.819,#NULL!,36,34,19,60,24,23,13,12,20,12,11,6,29,48,7,2,55,19,5,29,38,14,5,19,19,50,5,0,10,15,39,15,2,63,0.333,0.348,0.846,0.357,0.400,0.368,157.000,102,43,74,36,0.725,0.837,88.0,39.5,63.8,33.1,40.00,44.00,19.00,-0.80811,0.19927,2.07323,0.53733,-0.65897,-0.88601
7225.,NE,Jeff,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.870,0.910,#NULL!,7,28,10,32,6,18,8,22,69,1,10,2,13,41,17,2,69,11,23,5,30,9,16,5,18,60,2,7,0,9,30,12,0,50,0.500,0.056,0.750,0.222,0.688,0.400,106.000,67,37,57,27,0.851,0.730,62.0,32.0,52.7,23.4,50.50,45.00,25.00,-0.02632,-1.23191,1.42903,-0.15704,0.41673,-0.75052
6928.,NE,Daniel,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.930,0.636,#NULL!,15,5,13,28,12,4,12,8,29,3,1,1,5,18,4,0,50,22,22,43,58,16,15,27,23,40,6,7,16,29,50,19,0,50,0.500,1.000,0.333,0.125,0.533,0.704,48.000,41,13,110,52,2.683,4.000,75.5,32.5,202.6,130.0,28.50,49.00,31.00,-0.02632,3.39280,-1.36252,-0.65740,-0.16009,0.55252
7231.,NE,Jorgan,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.850,0.903,#NULL!,16,18,22,42,13,13,16,6,14,3,5,6,14,33,4,2,64,9,12,18,32,8,10,14,10,31,1,2,4,7,22,5,0,50,0.615,0.000,0.438,0.125,0.300,0.857,131.000,62,22,49,17,0.790,0.773,55.5,19.5,43.9,15.1,28.00,31.50,18.00,0.51493,-1.50395,-0.66463,-0.65740,-1.03313,1.21085
7367.,NE,Jody,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.889,0.939,#NULL!,13,12,20,36,11,11,14,6,17,2,1,6,9,25,9,0,50,3,13,12,24,3,11,10,9,38,0,2,2,4,17,2,0,50,0.636,0.364,0.500,1.000,0.364,0.500,150.000,51,15,37,13,0.725,0.867,44.0,14.0,31.9,12.1,26.50,31.00,14.00,0.61333,0.27669,-0.24590,3.84579,-0.79503,-0.32147
7002.,NE,Jim,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.957,0.887,#NULL!,7,9,7,20,6,8,6,4,20,1,1,1,3,15,0,0,50,14,11,22,36,11,9,16,12,33,3,2,6,11,31,7,0,50,0.500,0.500,0.500,0.182,0.667,0.625,55.000,27,7,59,23,2.185,3.286,43.0,15.0,94.0,49.3,20.00,34.50,20.00,-0.02632,0.94442,-0.24590,-0.36498,0.33878,0.21484
6927.,NE,Daryl,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.953,0.804,#NULL!,13,4,9,24,11,4,9,9,38,2,0,0,2,8,4,0,50,10,28,22,42,9,18,15,12,29,1,10,7,18,43,12,0,50,0.455,0.500,0.556,0.000,0.611,0.667,57.000,35,11,72,30,2.057,2.727,53.5,20.5,110.1,55.9,31.00,35.50,27.00,-0.23953,0.94442,0.12631,-1.30071,0.13092,0.39361
6745.,NE,James,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.848,0.918,#NULL!,10,24,25,44,9,17,18,10,23,1,7,7,15,34,6,2,55,10,10,16,30,9,9,12,6,20,1,1,4,6,20,6,0,50,0.667,0.294,0.500,0.333,0.889,0.333,146.000,69,27,42,12,0.609,0.444,55.5,19.5,33.8,8.7,33.50,25.00,18.00,0.75548,-0.06373,-0.24590,0.41479,1.17024,-1.03655
6562.,NE,Kevin,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.912,0.926,#NULL!,8,22,9,32,7,16,9,16,50,1,6,0,7,22,11,0,50,17,11,6,28,12,10,6,8,29,5,1,0,6,21,9,0,50,0.429,0.500,0.556,0.250,0.500,1.000,114.000,55,23,42,14,0.764,0.609,48.5,18.5,37.0,11.3,41.00,28.50,22.00,-0.36137,0.94442,0.12631,-0.01408,-0.28481,1.82378
7031.,NE,Bobby,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.856,0.854,#NULL!,5,22,23,38,5,16,17,13,34,0,6,6,12,32,6,0,50,8,20,21,36,7,15,14,9,25,1,5,7,13,36,8,2,56,0.400,0.438,0.588,0.571,0.067,0.786,105.000,63,25,60,24,0.952,0.960,61.5,24.5,58.6,23.5,36.00,30.50,22.00,-0.49539,0.63838,0.34525,1.64015,-1.90616,0.90439
6924.,NE,Matt,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.918,0.837,#NULL!,9,16,12,30,8,12,10,6,20,1,4,2,7,23,5,2,60,13,21,24,44,11,16,17,7,16,2,5,7,14,32,7,0,50,0.375,0.333,0.500,0.091,0.375,0.882,68.000,43,15,65,21,1.512,1.400,54.0,18.0,81.6,25.2,25.00,30.00,27.00,-0.61266,0.12830,-0.24590,-0.83284,-0.75251,1.31902
7028.,NE,Joe,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.831,0.868,#NULL!,13,30,18,44,11,20,13,16,36,2,10,5,17,39,13,0,50,4,25,18,34,4,18,12,20,59,0,7,6,13,38,8,0,50,0.364,0.500,0.615,0.500,0.444,0.583,129.000,77,33,67,33,0.870,1.000,72.0,33.0,62.6,33.0,40.00,46.50,22.00,-0.66597,0.94442,0.52715,1.27254,-0.49268,0.03607
7533.,NE,Barry,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.918,0.920,#NULL!,6,17,13,30,6,14,10,12,40,0,3,3,6,20,3,2,53,14,13,9,28,10,11,7,5,18,4,2,2,8,29,4,0,50,0.833,0.071,0.800,0.300,0.364,1.000,107.000,48,20,41,13,0.854,0.650,44.5,16.5,38.0,10.7,35.00,23.00,21.00,1.53727,-1.15418,1.76402,0.24324,-0.79503,1.82378
7520.,NE,Chuck,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.833,0.833,#NULL!,8,28,23,42,7,19,16,15,36,1,9,7,17,40,10,2,60,23,21,12,40,15,15,10,5,13,8,6,2,16,40,8,0,50,0.571,0.053,0.750,0.067,0.867,0.600,105.000,74,34,61,21,0.824,0.618,67.5,27.5,55.6,17.0,39.00,26.50,30.00,0.30874,-1.24622,1.42903,-0.95761,1.08710,0.10758
7094.,NE,Michael,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.870,0.870,#NULL!,17,14,17,36,13,10,13,3,8,4,4,4,12,33,0,0,50,16,10,23,36,12,7,17,15,42,4,3,6,13,36,5,0,50,0.462,0.200,0.769,0.333,1.000,0.412,100.000,51,15,64,28,1.255,1.867,57.5,21.5,72.2,40.1,22.00,39.00,19.00,-0.20673,-0.52460,1.55787,0.41479,1.58597,-0.70004
6922.,NE,Chris,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.786,0.918,#NULL!,24,26,21,50,18,17,15,4,8,6,9,6,21,42,6,0,50,7,12,17,28,6,10,12,8,29,1,2,5,8,29,7,0,50,0.444,0.412,0.667,0.167,0.600,0.583,178.000,75,25,44,16,0.587,0.640,59.5,20.5,34.9,13.1,29.00,28.50,16.00,-0.28692,0.51236,0.87072,-0.44296,0.08935,0.03607
6280.,NE,Richard,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.800,0.831,#NULL!,10,31,23,46,9,20,17,14,30,1,11,6,18,39,15,2,59,14,24,21,42,11,16,15,6,14,3,8,6,17,40,7,0,50,0.556,0.200,0.588,0.000,0.438,0.933,109.000,78,34,65,23,0.833,0.676,71.5,28.5,59.6,19.3,38.00,28.00,27.00,0.23428,-0.52460,0.34525,-1.30071,-0.51866,1.53775
6898.,NE,David,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.790,0.895,#NULL!,17,24,25,46,13,16,17,5,11,4,8,8,20,43,4,2,61,10,13,19,32,8,10,14,10,31,2,3,5,10,31,5,0,50,0.385,0.063,0.706,0.000,0.900,0.500,143.000,71,27,52,20,0.732,0.741,61.5,23.5,45.0,17.4,28.50,31.50,18.00,-0.56756,-1.19790,1.13345,-1.30071,1.21182,-0.32147
6212.,NE,Kipp,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.827,0.813,#NULL!,13,24,25,46,11,17,18,8,17,2,7,7,16,35,5,2,59,18,22,25,46,13,16,17,5,11,5,6,8,19,41,5,0,50,0.636,0.176,0.500,0.231,0.750,0.471,100.000,70,26,70,24,1.000,0.923,70.0,25.0,70.0,23.1,31.50,28.50,29.00,0.61333,-0.63982,-0.24590,-0.11305,0.65058,-0.44766
6943.,NE,Rick,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.718,0.790,#NULL!,26,31,21,52,17,20,15,8,15,9,11,6,26,50,7,2,58,17,18,29,44,12,13,19,13,30,5,5,10,20,45,10,0,50,0.412,0.250,0.667,0.417,0.231,0.737,118.000,87,36,77,33,0.885,0.917,82.0,34.5,72.6,31.6,33.50,37.00,25.00,-0.44021,-0.27976,0.87072,0.84366,-1.29216,0.69470
7216.,NE,Les,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.930,0.926,#NULL!,12,9,13,30,10,9,11,3,10,2,0,2,4,13,2,0,50,12,5,17,28,10,5,13,11,39,2,0,4,6,21,6,0,50,0.800,0.222,0.455,0.000,0.200,1.000,107.000,37,7,45,17,1.216,2.429,41.0,12.0,49.9,29.1,20.00,33.50,15.00,1.38091,-0.41578,-0.55043,-1.30071,-1.40728,1.82378
6885.,NE,Chris,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.887,0.854,#NULL!,13,16,18,36,11,12,13,3,8,2,4,5,11,31,4,2,61,15,20,18,40,12,15,13,5,13,3,5,5,13,33,2,0,50,0.455,0.333,0.385,0.000,0.667,0.769,90.000,50,16,58,18,1.160,1.125,54.0,17.0,62.6,19.1,22.00,26.50,27.00,-0.23953,0.12830,-1.01894,-1.30071,0.33878,0.83367
7134.,NE,DaNae,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.932,0.825,#NULL!,4,14,15,28,4,12,12,8,29,0,2,3,5,18,4,2,57,13,16,29,42,11,12,19,15,36,2,4,10,16,38,14,0,50,1.000,0.167,0.500,0.455,0.167,0.737,66.000,41,15,73,31,1.780,2.067,57.0,23.0,101.5,47.5,28.50,39.00,23.00,2.31907,-0.68782,-0.24590,1.03861,-1.53200,0.69470
6963.,NE,Jacob,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.789,0.877,#NULL!,8,19,39,46,8,13,25,29,63,0,6,14,20,43,22,2,65,9,19,18,34,7,14,13,8,24,2,5,5,12,35,3,0,50,0.250,0.308,0.400,0.429,0.643,0.385,135.000,95,51,54,20,0.568,0.392,74.5,35.5,42.3,13.9,54.50,29.00,21.00,-1.19901,0.00274,-0.91587,0.90493,0.24970,-0.81652
7191.,NE,Bill,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.862,0.858,#NULL!,14,27,12,40,11,18,11,14,35,3,9,1,13,33,14,2,58,13,12,26,36,9,9,18,18,50,4,3,8,15,42,9,4,67,0.545,0.333,0.455,0.000,0.889,0.222,111.000,67,29,73,37,1.090,1.276,70.0,33.0,76.3,42.1,37.50,43.00,18.00,0.18690,0.12830,-0.55043,-1.30071,1.17024,-1.51327
6901.,NE,Tom,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.875,0.819,#NULL!,9,12,25,34,7,10,17,17,50,2,2,8,12,35,12,2,53,23,15,24,44,16,11,17,7,16,7,4,7,18,41,3,0,50,0.857,0.100,0.529,0.250,0.455,0.765,77.000,63,31,69,25,1.095,0.806,66.0,28.0,72.3,22.6,42.00,30.00,27.00,1.64896,-1.01427,-0.04885,-0.01408,-0.45488,0.81425
6703.,NE,Kimberly,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.920,0.821,#NULL!,11,9,18,32,10,8,14,10,31,1,1,4,6,19,6,0,50,18,23,20,42,13,15,14,3,7,5,8,6,19,45,5,0,50,0.600,0.625,0.357,0.385,0.200,0.929,76.000,48,16,64,22,1.333,1.375,56.0,19.0,74.7,26.1,31.50,24.50,28.00,0.44276,1.55652,-1.20300,0.67871,-1.40728,1.51732
6965.,NE,Richard,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.881,0.912,#NULL!,20,8,16,34,15,8,11,11,32,5,0,5,10,29,5,0,50,10,9,19,30,8,8,14,12,40,2,1,5,8,27,7,2,60,0.400,0.375,0.727,0.125,0.750,0.357,113.000,55,21,52,22,0.945,1.048,53.5,21.5,50.6,22.5,33.00,35.00,16.00,-0.49539,0.33233,1.27676,-0.65740,0.65058,-0.93440
7099.,NE,Scott,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.743,0.866,#NULL!,39,12,10,42,24,9,9,30,71,15,3,1,19,45,26,2,69,13,19,19,38,10,15,13,7,18,3,4,6,13,34,5,0,50,0.125,0.778,0.333,0.300,0.533,0.615,110.000,92,51,58,20,0.630,0.392,75.0,35.5,47.3,13.9,56.50,28.00,25.00,-1.78536,2.30463,-1.36252,0.24324,-0.16009,0.17359
7463.,NE,Jason,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.786,0.870,#NULL!,18,28,20,46,14,18,14,8,17,4,10,6,20,43,10,2,67,11,26,10,34,9,17,8,17,50,2,9,2,13,38,14,2,53,0.286,0.333,0.357,0.333,0.647,0.250,135.000,74,30,66,32,0.892,1.067,70.0,31.0,62.4,33.1,31.50,42.00,26.00,-1.03148,0.12830,-1.20300,0.41479,0.26542,-1.39409
6368.,NE,Steve,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.910,0.943,#NULL!,12,8,19,32,10,8,14,10,31,2,0,5,7,22,8,0,50,10,13,6,26,9,11,6,7,27,1,2,0,3,12,3,0,50,0.500,0.500,0.500,0.111,1.000,0.167,123.000,49,17,36,10,0.735,0.588,42.5,13.5,31.2,7.9,31.50,26.50,20.00,-0.02632,0.94442,-0.24590,-0.72887,1.58597,-1.75163
6892.,NE,Kipp,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.771,0.903,#NULL!,13,27,30,48,11,17,20,12,25,2,10,10,22,46,8,2,67,11,16,12,30,9,12,9,6,20,2,4,3,9,30,3,0,50,0.636,0.118,0.350,0.667,0.250,0.667,160.000,82,36,45,15,0.549,0.417,63.5,25.5,34.8,10.6,36.50,25.00,21.00,0.61333,-0.92786,-1.25085,2.13029,-1.22020,0.39361
6188.,NE,Jim,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.780,0.852,#NULL!,19,28,29,54,15,20,19,6,11,4,8,10,22,41,8,2,52,19,17,20,42,14,13,15,3,7,5,4,5,14,33,1,0,50,0.400,0.350,0.684,0.357,0.769,0.400,128.000,82,30,59,17,0.720,0.567,70.5,23.5,50.7,13.3,32.50,24.50,27.00,-0.49539,0.20991,0.98826,0.53733,0.72253,-0.75052
6918.,NE,Mario,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.681,0.895,#NULL!,28,37,24,58,18,23,17,11,19,10,14,7,31,53,11,2,60,11,15,14,30,9,11,10,3,10,2,4,4,10,33,2,0,50,0.111,0.304,0.824,0.111,0.818,0.500,193.000,100,44,43,13,0.430,0.295,71.5,28.5,30.7,8.4,38.50,20.00,20.00,-1.85051,-0.01363,1.92166,-0.72887,0.90569,-0.32147
7450.,NE,Joseph,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.854,0.918,#NULL!,13,23,18,40,11,15,14,5,13,2,8,4,14,35,10,2,58,7,14,10,22,5,10,7,8,36,2,4,3,9,41,3,0,50,0.636,0.200,0.500,0.000,0.900,0.286,181.000,59,21,39,17,0.661,0.810,49.0,19.0,32.4,15.4,26.50,29.00,15.00,0.61333,-0.52460,-0.24590,-1.30071,1.21182,-1.24086
6546.,NE,Brian,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.939,0.759,#NULL!,9,10,13,28,8,9,11,5,18,1,1,2,4,14,2,0,50,27,25,27,54,19,17,18,3,6,8,8,9,25,46,2,0,50,0.750,0.222,0.545,0.316,0.529,0.667,51.000,37,9,82,28,2.216,3.111,59.5,18.5,131.9,57.6,23.00,30.00,36.00,1.14637,-0.41578,0.05864,0.32450,-0.17476,0.39361
7584.,NE,KEVIN,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.794,0.681,#NULL!,24,16,33,52,18,12,22,14,27,6,4,11,21,40,12,0,50,40,29,14,56,25,20,11,19,34,15,9,3,27,48,18,2,64,0.111,0.667,0.727,0.240,0.400,0.545,92.000,87,35,104,48,1.195,1.371,95.5,41.5,114.2,56.9,39.50,45.00,45.00,-1.85051,1.76055,1.27676,-0.06555,-0.65897,-0.12645
7043.,NE,Clayton,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.932,0.928,#NULL!,5,5,19,24,5,5,14,18,75,0,0,5,5,21,10,0,50,15,8,10,26,11,7,8,7,27,4,1,2,7,27,5,0,50,0.400,0.800,0.429,0.455,0.143,0.875,92.000,47,23,40,14,0.851,0.609,43.5,18.5,37.0,11.3,49.50,26.50,18.00,-0.49539,2.41345,-0.72445,1.03861,-1.62109,1.28747
6971.,NE,Joe,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.786,0.840,#NULL!,11,31,30,50,10,21,19,13,26,1,10,11,22,44,11,4,70,17,15,25,40,12,11,17,11,28,5,4,8,17,43,7,0,50,0.500,0.238,0.263,0.417,0.636,0.471,125.000,85,39,68,28,0.800,0.718,76.5,33.5,61.2,24.1,38.00,34.00,23.00,-0.02632,-0.33806,-1.83267,0.84366,0.22540,-0.44766
