Rho1,Rho2,StageType,GlobalI1,GlobalE1,GlobalS1,DIF1,DIMI1,DIME1,DIMS1,DIM1,DIMper1,INTI1,INTE1,INTS1,INT1,INTper1,DI1,DIS1,AIper1,GlobalI2,GlobalE2,GlobalS2,DIF2,DIMI2,DIME2,DIMS2,DIM2,DIMper2,INTI2,INTE2,INTS2,INT2,INTper2,DI2,DIS2,AIper2,BalDIMI1,BalDIME1,BalDIMS1,BalDIMI2,BalDIME2,BalDIMS2,DIF1divDIF2,VQ1,VQ2,SQ1,SQ2,BQr1,BQr2,BQa1,BQa2,CQ1,CQ2
730,824,,14,29,36,54,9,19,24,18,0.33,5,10,12,27,0.5,9,0,0.5,20,15,16,40,15,10,10,5,0.13,5,5,6,16,0.4,2,0,0.5,,,,,,,1.35,99,45,61,21,0.62,0.47,80,33,49.29,15.4
806,902,,24,23,22,48,17,15,16,3,0.06,7,8,6,21,0.44,3,4,0.67,9,19,14,32,7,14,11,10,0.31,2,5,3,10,0.31,5,0,0.5,,,,,,,1.5,76,28,52,20,0.68,0.71,64,24,43.79,17.14
878,962,,8,13,26,34,7,9,18,20,0.59,1,4,8,13,0.38,11,0,0.5,5,10,8,22,5,9,8,5,0.23,0,1,0,1,0.05,2,0,0.5,,,,,,,1.55,67,33,28,6,0.42,0.18,47.5,19.5,19.85,3.55
870,926,,9,15,23,34,8,11,15,11,0.32,1,4,8,13,0.38,11,0,0.5,12,14,9,28,10,11,7,5,0.18,2,3,2,7,0.25,2,0,0.5,,,,,,,1.21,58,24,40,12,0.69,0.5,49,18,33.79,9
860,826,,11,15,16,34,9,10,10,8,0.24,2,5,6,13,0.38,5,0,0.5,12,14,36,44,10,11,23,25,0.57,2,3,13,18,0.41,21,2,0.59,,,,,,,0.77,55,21,89,45,1.62,2.14,72,33,116.51,70.71
876,786,,12,11,18,32,7,9,13,7,0.22,5,2,5,12,0.38,3,4,0.72,25,10,29,46,16,9,19,11,0.24,9,1,10,20,0.43,10,2,0.59,,,,,,,0.7,55,23,79,33,1.44,1.43,67,28,96.24,40.17
902,968,,17,5,19,30,13,4,13,9,0.3,4,1,6,11,0.37,7,2,0.53,4,2,12,16,4,2,10,14,0.88,0,0,2,2,0.13,4,0,0.5,,,,,,,1.88,52,22,32,16,0.62,0.73,42,19,25.85,13.82
866,784,,24,8,18,36,17,7,12,15,0.42,7,1,6,14,0.39,7,2,0.64,16,23,35,50,12,16,22,16,0.32,4,7,13,24,0.48,15,0,0.5,,,,,,,0.72,67,31,90,40,1.34,1.29,78.5,35.5,105.45,45.81
872,772,,13,9,20,32,10,7,14,13,0.41,3,2,6,11,0.34,7,0,0.5,34,20,18,50,22,15,11,16,0.32,12,5,7,24,0.48,12,3,0.54,,,,,,,0.64,56,24,93,43,1.66,1.79,74.5,33.5,123.72,60.02
852,882,,13,22,24,44,11,16,17,7,0.16,2,6,7,15,0.34,6,2,0.68,10,15,15,30,8,11,10,3,0.1,2,4,5,11,0.37,4,0,0.5,,,,,,,1.47,68,24,44,14,0.65,0.58,56,19,36.24,11.08
942,826,,9,11,12,28,8,9,11,5,0.18,1,2,1,4,0.14,2,0,0.5,22,12,30,46,16,10,20,14,0.3,6,2,10,18,0.39,12,0,0.5,,,,,,,0.61,37,9,78,32,2.11,3.56,57.5,20.5,121.22,72.89
956,922,,9,9,6,22,8,9,5,5,0.23,1,0,1,2,0.09,1,0,0.5,12,8,13,26,9,7,10,4,0.15,3,1,3,7,0.27,2,0,0.5,,,,,,,0.85,29,7,37,11,1.28,1.57,33,9,42.1,14.14
934,832,,5,12,14,26,5,10,11,7,0.27,0,2,3,5,0.19,4,0,0.5,19,8,28,40,14,8,18,14,0.35,5,0,10,15,0.38,15,0,0.5,,,,,,,0.65,38,12,69,29,1.82,2.42,53.5,20.5,97.14,49.54
874,906,,13,15,11,32,11,10,7,1,0.03,2,5,4,11,0.34,4,0,0.5,5,9,23,28,5,7,16,20,0.71,0,2,7,9,0.32,12,0,0.5,,,,,,,1.14,44,12,57,29,1.3,2.42,50.5,20.5,65.42,49.54
934,906,,14,6,11,24,11,5,8,9,0.38,3,1,3,7,0.29,2,0,0.5,6,19,15,32,6,14,12,10,0.31,0,5,3,8,0.25,7,0,0.5,,,,,,,0.75,40,16,50,18,1.25,1.13,45,17,56.25,19.13
942,904,,5,6,15,22,5,6,11,11,0.5,0,0,4,4,0.18,8,0,0.5,14,9,19,32,11,7,14,10,0.31,3,2,5,10,0.31,5,0,0.5,,,,,,,0.69,37,15,52,20,1.41,1.33,44.5,17.5,62.54,23.33
922,798,,7,13,16,28,6,10,12,8,0.29,1,3,4,8,0.29,4,2,0.61,16,20,29,46,12,15,19,11,0.24,4,5,10,19,0.41,11,2,0.65,,,,,,,0.61,46,18,78,32,1.7,1.78,62,25,105.13,44.44
900,672,,18,12,14,34,13,10,11,5,0.15,5,2,3,10,0.29,5,0,0.5,23,16,35,60,14,12,17,30,0.5,9,4,18,31,0.52,23,4,0.78,,,,,,,0.57,49,15,125,65,2.55,4.33,87,40,221.94,173.33
904,754,,7,10,20,28,7,7,14,14,0.5,0,3,6,9,0.32,9,0,0.5,21,23,32,54,14,17,21,9,0.17,7,6,11,24,0.44,9,0,0.5,,,,,,,0.52,51,23,87,33,1.71,1.43,69,28,117.71,40.17
906,890,,9,14,18,32,8,11,13,7,0.22,1,3,5,9,0.28,6,2,0.53,13,10,15,32,10,8,10,10,0.31,3,2,5,10,0.31,5,0,0.5,,,,,,,1,50,18,52,20,1.04,1.11,51,19,53.04,21.11
936,850,,4,8,18,26,4,8,14,16,0.62,0,0,4,4,0.15,8,2,0.58,16,14,22,40,12,12,14,8,0.2,4,2,8,14,0.35,10,0,0.5,,,,,,,0.65,48,22,62,22,1.29,1,55,22,71.04,22
756,830,,22,27,33,54,16,17,21,9,0.17,6,10,12,28,0.52,8,2,0.59,20,24,15,44,15,16,10,4,0.09,5,8,5,18,0.41,6,0,0.5,,,,,,,1.23,93,39,66,22,0.71,0.56,79.5,30.5,56.42,17.21
932,900,,8,5,14,24,7,5,10,12,0.5,1,0,4,5,0.21,7,0,0.5,22,9,11,32,15,8,9,13,0.41,7,1,2,10,0.31,11,2,0.53,,,,,,,0.75,41,17,57,25,1.39,1.47,49,21,68.12,30.88
870,864,,16,6,20,34,12,6,14,14,0.41,4,0,6,10,0.29,8,0,0.5,11,25,18,40,9,18,13,14,0.35,2,7,5,14,0.35,7,0,0.5,,,,,,,0.85,58,24,68,28,1.17,1.17,63,26,73.86,30.33
888,796,,6,15,15,30,5,10,10,9,0.3,1,5,5,11,0.37,4,0,0.5,17,16,31,46,11,12,21,17,0.37,6,4,10,20,0.43,10,2,0.59,,,,,,,0.65,50,20,85,39,1.7,1.95,67.5,29.5,114.75,57.53
932,938,,14,13,8,30,12,11,7,6,0.2,2,2,1,5,0.17,1,0,0.5,11,8,12,26,8,8,10,4,0.15,3,0,2,5,0.19,4,2,0.54,,,,,,,1.15,41,11,37,11,0.9,1,39,11,35.2,11
832,864,,32,10,11,40,21,9,7,23,0.58,11,1,4,16,0.4,17,0,0.5,22,17,14,38,15,13,10,7,0.18,7,4,4,15,0.39,6,0,0.5,,,,,,,1.05,79,39,60,22,0.76,0.56,69.5,30.5,52.78,17.21
852,936,,4,26,22,36,4,17,15,15,0.42,0,9,7,16,0.44,11,2,0.64,10,9,12,26,9,8,9,1,0.04,1,1,3,5,0.19,4,0,0.5,,,,,,,1.38,69,33,32,6,0.46,0.18,50.5,19.5,23.42,3.55
886,670,,3,17,24,32,3,12,17,19,0.59,0,5,7,12,0.38,9,4,0.75,30,36,30,64,19,24,20,8,0.13,11,12,10,33,0.52,3,6,0.73,,,,,,,0.5,67,35,111,47,1.66,1.34,89,41,147.45,55.06
694,836,,18,32,32,58,12,18,21,17,0.29,6,14,11,31,0.53,11,6,0.78,23,23,15,44,16,17,11,7,0.16,7,6,4,17,0.39,4,2,0.52,,,,,,,1.32,112,54,70,26,0.63,0.48,91,40,56.88,19.26
938,890,,6,14,9,24,6,10,8,6,0.25,0,4,1,5,0.21,7,0,0.5,11,13,19,34,9,10,14,8,0.24,2,3,5,10,0.29,5,0,0.5,,,,,,,0.71,35,11,52,18,1.49,1.64,43.5,14.5,64.63,23.73
948,942,,13,3,11,24,11,3,10,9,0.38,2,0,1,3,0.13,3,0,0.5,8,13,9,26,7,11,8,7,0.27,1,2,1,4,0.15,2,0,0.5,,,,,,,0.92,36,12,37,11,1.03,0.92,36.5,11.5,37.51,10.54
948,800,,11,9,8,24,9,8,7,3,0.13,2,1,1,4,0.17,2,0,0.5,16,21,30,48,13,15,20,12,0.25,3,6,10,19,0.4,11,0,0.5,,,,,,,0.5,31,7,79,31,2.55,4.43,55,19,140.16,84.14
884,866,,16,18,18,42,13,14,15,3,0.07,3,4,3,10,0.24,2,4,0.64,16,16,22,40,12,12,16,8,0.2,4,4,6,14,0.35,4,0,0.5,,,,,,,1.05,59,17,62,22,1.05,1.29,60.5,19.5,63.58,25.24
916,896,,11,14,14,32,9,11,12,4,0.13,2,3,2,7,0.22,2,0,0.5,16,14,14,34,13,10,11,5,0.15,3,4,3,10,0.29,2,0,0.5,,,,,,,0.94,43,11,49,15,1.14,1.36,46,13,52.42,17.73
860,929,,20,7,23,38,15,7,16,10,0.26,5,0,7,12,0.32,9,2,0.53,14,11,8,29,12,9,8,7,0.24,2,2,0,4,0.14,2,0,0.5,,,,,,,1.31,62,24,40,11,0.65,0.46,51,17.5,32.9,8.02
900,918,,6,16,18,30,5,13,12,9,0.3,1,3,6,10,0.33,8,0,0.5,8,14,9,26,7,10,7,10,0.38,1,4,2,7,0.27,5,0,0.5,,,,,,,1.15,49,19,43,17,0.88,0.89,46,18,40.37,16.11
922,828,,5,8,23,30,5,8,17,21,0.7,0,0,6,6,0.2,12,4,0.63,16,22,17,42,13,15,10,3,0.07,3,7,7,17,0.4,4,0,0.5,,,,,,,0.71,61,31,62,20,1.02,0.65,61.5,25.5,62.51,16.45
876,852,,16,16,21,40,13,12,15,5,0.13,3,4,6,13,0.33,5,0,0.5,27,19,12,44,19,15,10,13,0.3,8,4,2,14,0.32,10,2,0.57,,,,,,,0.91,58,18,73,29,1.26,1.61,65.5,23.5,82.44,37.86
946,850,,6,6,15,22,5,6,11,11,0.5,1,0,4,5,0.23,7,0,0.5,21,25,8,38,15,16,7,10,0.26,6,9,1,16,0.42,11,0,0.5,,,,,,,0.58,38,16,64,26,1.68,1.63,51,21,85.89,34.13
942,944,,11,9,7,22,8,8,6,2,0.09,3,1,1,5,0.23,4,0,0.5,10,1,14,20,7,1,12,16,0.8,3,0,2,5,0.25,4,2,0.55,,,,,,,1.1,29,7,43,23,1.48,3.29,36,15,53.38,49.29
910,896,,11,6,24,32,9,6,17,19,0.59,2,0,7,9,0.28,12,2,0.63,17,6,10,26,10,6,8,10,0.38,7,0,2,9,0.35,12,2,0.69,,,,,,,1.23,62,30,47,21,0.76,0.7,54.5,25.5,41.31,17.85
960,848,,8,5,10,22,7,5,10,8,0.36,1,0,0,1,0.05,2,0,0.5,23,16,15,40,16,13,10,8,0.2,7,3,5,15,0.38,6,0,0.5,,,,,,,0.55,31,9,63,23,2.03,2.56,47,16,95.52,40.89
928,898,,6,11,16,28,6,10,12,8,0.29,0,1,4,5,0.18,7,0,0.5,6,14,17,32,6,10,13,7,0.22,0,4,4,8,0.25,4,0,0.5,,,,,,,0.88,41,13,47,15,1.15,1.15,44,14,50.44,16.15
940,924,,6,6,16,24,6,6,12,12,0.5,0,0,4,4,0.17,8,0,0.5,11,14,10,28,9,11,8,5,0.18,2,3,2,7,0.25,2,0,0.5,,,,,,,0.86,40,16,40,12,1,0.75,40,14,40,10.5
850,762,,19,10,13,34,10,9,10,8,0.24,9,1,3,13,0.38,14,4,0.74,13,38,23,52,10,25,15,23,0.44,3,13,8,24,0.46,15,0,0.5,,,,,,,0.65,59,25,99,47,1.68,1.88,79,36,132.56,67.68
822,824,,14,28,18,42,11,18,13,12,0.29,3,10,5,18,0.43,12,2,0.6,17,26,23,46,12,18,16,8,0.17,5,8,7,20,0.43,4,0,0.5,,,,,,,0.91,74,32,74,28,1,0.88,74,30,74,26.25
866,894,,15,20,12,34,10,14,8,8,0.24,5,6,4,15,0.44,3,2,0.65,10,26,5,32,9,18,5,22,0.69,1,8,0,9,0.28,15,0,0.5,,,,,,,1.06,59,25,63,31,1.07,1.24,61,28,65.14,34.72
908,764,,8,10,19,32,7,7,15,13,0.41,1,3,4,8,0.25,4,2,0.66,19,24,30,50,12,16,20,10,0.2,7,8,10,25,0.5,5,0,0.5,,,,,,,0.64,55,23,85,35,1.55,1.52,70,29,108.18,44.13
910,838,,9,18,12,30,7,13,10,9,0.3,2,5,2,9,0.3,6,4,0.7,13,28,21,46,11,19,16,11,0.24,2,9,5,16,0.35,11,0,0.5,,,,,,,0.65,52,22,73,27,1.4,1.23,62.5,24.5,87.74,30.07
914,870,,15,8,16,32,12,8,12,4,0.13,3,0,4,7,0.22,5,0,0.5,17,14,20,38,12,11,15,7,0.18,5,3,5,13,0.34,2,0,0.5,,,,,,,0.84,43,11,58,20,1.35,1.82,50.5,15.5,68.12,28.18
844,718,,8,18,30,40,7,13,20,20,0.5,1,5,10,16,0.4,14,2,0.58,22,37,33,62,16,24,22,10,0.16,6,13,11,30,0.48,9,0,0.5,,,,,,,0.65,78,38,102,40,1.31,1.05,90,39,117.69,41.05
954,910,,9,6,11,24,8,6,10,6,0.25,1,0,1,2,0.08,1,0,0.5,10,18,13,32,8,14,10,10,0.31,2,4,3,9,0.28,3,0,0.5,,,,,,,0.75,32,8,51,19,1.59,2.38,41.5,13.5,66.14,32.06
760,854,,25,27,22,52,18,18,14,2,0.04,7,9,8,24,0.46,3,0,0.5,7,25,22,40,7,17,16,11,0.28,0,8,6,14,0.35,10,0,0.5,,,,,,,1.3,78,26,65,25,0.83,0.96,71.5,25.5,59.58,24.52
926,906,,13,13,7,26,9,10,7,4,0.15,4,3,0,7,0.27,5,2,0.58,14,6,20,32,11,6,15,13,0.41,3,0,5,8,0.25,7,0,0.5,,,,,,,0.81,39,13,53,21,1.36,1.62,46,17,62.51,27.46
926,880,,9,10,14,26,8,8,10,4,0.15,1,2,4,7,0.27,5,0,0.5,9,25,13,36,7,18,11,18,0.5,2,7,2,11,0.31,10,0,0.5,,,,,,,0.72,37,11,65,29,1.76,2.64,51,20,89.59,52.73
736,782,,16,17,31,48,10,12,17,24,0.5,6,5,14,25,0.52,17,4,0.83,14,24,33,50,9,18,21,13,0.26,5,6,12,23,0.46,13,4,0.68,,,,,,,0.96,101,53,90,40,0.89,0.75,95.5,46.5,85.1,35.09
832,622,,14,24,16,38,10,17,10,13,0.34,4,7,6,17,0.45,4,0,0.5,36,32,32,70,24,21,17,5,0.07,12,11,15,38,0.54,7,0,0.5,,,,,,,0.54,68,30,113,43,1.66,1.43,90.5,36.5,150.39,52.32
904,788,,12,9,17,30,10,9,11,3,0.1,2,0,6,8,0.27,10,0,0.5,19,23,28,48,13,16,19,9,0.19,6,7,9,22,0.46,5,0,0.5,,,,,,,0.63,41,11,79,31,1.93,2.82,60,21,115.61,59.18
868,798,,15,23,13,38,12,16,10,10,0.26,3,7,3,13,0.34,8,4,0.71,12,29,22,44,9,19,14,13,0.3,3,10,8,21,0.48,9,2,0.61,,,,,,,0.86,65,27,80,36,1.23,1.33,72.5,31.5,89.23,42
964,810,,2,11,7,18,2,9,7,9,0.5,0,2,0,2,0.11,4,0,0.5,18,23,25,46,13,16,17,5,0.11,5,7,8,20,0.43,4,0,0.5,,,,,,,0.39,29,11,71,25,2.45,2.27,50,18,122.41,40.91
870,884,,14,15,24,40,11,12,17,11,0.28,3,3,7,13,0.33,8,0,0.5,11,23,14,38,9,16,13,10,0.26,2,7,1,10,0.26,11,0,0.5,,,,,,,1.05,64,24,58,20,0.91,0.83,61,22,55.28,18.33
884,842,,6,23,16,34,6,16,12,14,0.41,0,7,4,11,0.32,10,0,0.5,18,17,15,38,13,10,10,4,0.11,5,7,5,17,0.45,4,0,0.5,,,,,,,0.89,59,25,59,21,1,0.84,59,23,59,19.32
942,794,,11,5,13,24,9,5,10,6,0.25,2,0,3,5,0.21,4,0,0.5,20,30,24,52,15,20,17,8,0.15,5,10,7,22,0.42,8,0,0.5,,,,,,,0.46,35,11,82,30,2.34,2.73,58.5,20.5,137.06,55.91
928,840,,10,16,10,30,9,13,8,9,0.3,1,3,2,6,0.2,3,2,0.63,10,22,26,42,9,16,17,9,0.21,1,6,9,16,0.38,11,0,0.5,,,,,,,0.71,47,17,67,25,1.43,1.47,57,21,81.26,30.88
946,862,,10,9,9,24,8,8,8,0,0,2,1,1,4,0.17,2,0,0.5,19,12,16,36,14,10,10,6,0.17,5,2,6,13,0.36,5,0,0.5,,,,,,,0.67,28,4,55,19,1.96,4.75,41.5,11.5,81.52,54.63
952,916,,8,8,9,22,7,7,8,2,0.09,1,1,1,3,0.14,0,2,0.68,9,10,15,28,7,9,10,8,0.29,2,1,5,8,0.29,7,0,0.5,,,,,,,0.79,29,7,44,16,1.52,2.29,36.5,11.5,55.38,26.29
732,848,,32,20,21,58,17,15,16,23,0.4,15,5,5,25,0.43,20,2,0.53,14,16,27,40,10,12,18,14,0.35,4,4,9,17,0.43,10,0,0.5,,,,,,,1.45,108,50,71,31,0.66,0.62,89.5,40.5,58.84,25.11
884,846,,15,12,19,34,11,9,14,8,0.24,4,3,5,12,0.35,3,0,0.5,9,10,27,34,8,7,17,17,0.5,1,3,10,14,0.41,16,0,0.5,,,,,,,1,54,20,65,31,1.2,1.55,59.5,25.5,71.62,39.53
940,804,,7,5,17,24,6,5,13,15,0.63,1,0,4,5,0.21,7,0,0.5,12,23,27,44,10,15,17,13,0.3,2,8,10,20,0.45,10,0,0.5,,,,,,,0.55,44,20,77,33,1.75,1.65,60.5,26.5,105.88,43.73
918,950,,9,11,18,32,8,10,14,10,0.31,1,1,4,6,0.19,6,0,0.5,10,9,8,24,8,8,8,0,0,2,1,0,3,0.13,3,0,0.5,,,,,,,1.33,48,16,27,3,0.56,0.19,37.5,9.5,21.09,1.78
872,888,,16,12,13,32,12,10,7,4,0.13,4,2,6,12,0.38,6,0,0.5,11,17,19,36,9,13,14,6,0.17,2,4,5,11,0.31,4,0,0.5,,,,,,,0.89,48,16,53,17,1.1,1.06,50.5,16.5,55.76,17.53
950,766,,4,8,12,20,4,7,9,7,0.35,0,1,3,4,0.2,5,0,0.5,19,26,18,44,12,17,11,7,0.16,7,9,7,23,0.52,4,0,0.5,,,,,,,0.45,31,11,74,30,2.39,2.73,52.5,20.5,125.32,55.91
958,932,,8,6,10,22,7,6,9,5,0.23,1,0,1,2,0.09,1,0,0.5,6,14,9,26,6,10,9,7,0.27,0,4,0,4,0.15,8,0,0.5,,,,,,,0.85,29,7,37,11,1.28,1.57,33,9,42.1,14.14
900,916,,11,15,16,34,11,12,11,2,0.06,0,3,5,8,0.24,7,0,0.5,4,11,19,26,4,9,13,13,0.5,0,2,6,8,0.31,10,0,0.5,,,,,,,1.31,44,10,47,21,1.07,2.1,45.5,15.5,48.6,32.55
838,886,,25,8,20,40,16,8,14,8,0.2,9,0,6,15,0.38,12,2,0.55,17,8,24,38,13,7,18,16,0.42,4,1,6,11,0.29,7,2,0.55,,,,,,,1.05,65,25,67,29,1.03,1.16,66,27,68.03,31.32
900,804,,11,6,17,28,9,6,10,11,0.39,2,0,7,9,0.32,12,0,0.5,23,28,19,48,16,19,13,9,0.19,7,9,6,22,0.46,5,0,0.5,,,,,,,0.58,48,20,79,31,1.65,1.55,63.5,25.5,104.51,39.53
924,842,,13,9,16,32,11,8,13,7,0.22,2,1,3,6,0.19,3,0,0.5,18,11,29,42,13,9,20,18,0.43,5,2,9,16,0.38,11,0,0.5,,,,,,,0.76,45,13,76,34,1.69,2.62,60.5,23.5,102.18,61.46
740,790,,24,26,35,58,15,18,23,11,0.19,9,8,12,29,0.5,7,0,0.5,13,23,37,50,10,16,24,22,0.44,3,7,13,23,0.46,16,0,0.5,,,,,,,1.16,98,40,95,45,0.97,1.13,96.5,42.5,93.55,47.81
924,946,,10,4,20,28,9,3,16,20,0.71,1,1,4,6,0.21,6,0,0.5,9,8,11,24,7,7,10,6,0.25,2,1,1,4,0.17,2,0,0.5,,,,,,,1.17,54,26,34,10,0.63,0.38,44,18,27.7,6.92
908,755,,13,4,21,30,11,4,15,15,0.5,2,0,6,8,0.27,10,0,0.5,14,29,36,55,12,20,23,14,0.25,2,9,13,24,0.44,15,0,0.5,,,,,,,0.55,53,23,93,38,1.75,1.65,73,30.5,128.09,50.39
880,884,,14,5,25,32,10,5,17,19,0.59,4,0,8,12,0.38,12,2,0.53,16,13,21,38,12,11,15,7,0.18,4,2,6,12,0.32,6,0,0.5,,,,,,,0.84,65,33,57,19,0.88,0.58,61,26,53.49,14.97
962,794,,11,3,6,18,9,3,6,9,0.5,2,0,0,2,0.11,4,0,0.5,14,25,24,42,10,16,16,6,0.14,4,9,8,21,0.5,6,0,0.5,,,,,,,0.43,29,11,69,27,2.38,2.45,49,19,116.59,46.64
970,842,,4,5,8,16,4,5,7,5,0.31,0,0,1,1,0.06,2,0,0.5,28,20,14,44,20,14,10,16,0.36,8,6,4,18,0.41,6,0,0.5,,,,,,,0.36,22,6,78,34,3.55,5.67,50,20,177.27,113.33
836,916,,19,11,28,40,14,8,18,14,0.35,5,3,10,18,0.45,12,2,0.65,11,10,12,28,8,7,10,2,0.07,3,3,2,8,0.29,1,0,0.5,,,,,,,1.43,74,34,38,10,0.51,0.29,56,22,28.76,6.47
906,888,,12,14,16,34,10,12,12,2,0.06,2,2,4,8,0.24,4,2,0.53,12,8,21,32,9,8,14,13,0.41,3,0,7,10,0.31,11,0,0.5,,,,,,,1.06,46,12,55,23,1.2,1.92,50.5,17.5,60.38,33.54
914,850,,8,10,18,28,7,9,12,8,0.29,1,1,6,8,0.29,10,0,0.5,14,21,16,38,10,15,10,7,0.18,4,6,6,16,0.42,2,0,0.5,,,,,,,0.74,44,16,61,23,1.39,1.44,52.5,19.5,72.78,28.03
920,828,,10,16,9,28,9,11,8,5,0.18,1,5,1,7,0.25,8,0,0.5,16,14,22,40,12,10,14,5,0.13,4,4,8,16,0.4,8,0,0.5,,,,,,,0.7,40,12,61,21,1.53,1.75,50.5,16.5,77.01,28.88
914,784,,11,6,21,30,9,6,15,15,0.5,2,0,6,8,0.27,10,2,0.63,21,21,27,50,14,16,18,4,0.08,7,5,9,21,0.42,6,0,0.5,,,,,,,0.6,55,25,75,25,1.36,1,65,25,88.64,25
842,842,,27,16,14,40,18,12,10,14,0.35,9,4,4,17,0.43,10,2,0.55,14,16,30,44,11,12,21,19,0.43,3,4,9,16,0.36,11,0,0.5,,,,,,,0.91,73,33,79,35,1.08,1.06,76,34,82.25,36.06
902,848,,11,14,17,34,8,12,14,8,0.24,3,2,3,8,0.24,1,0,0.5,17,28,13,42,12,19,11,15,0.36,5,9,2,16,0.38,11,0,0.5,,,,,,,0.81,50,16,73,31,1.46,1.94,61.5,23.5,89.79,45.53
880,728,,10,20,15,36,9,15,10,9,0.25,1,5,5,11,0.31,4,0,0.5,28,33,27,58,18,22,18,8,0.14,10,11,9,30,0.52,3,4,0.64,,,,,,,0.62,56,20,100,42,1.79,2.1,78,31,139.29,65.1
928,830,,12,5,16,26,9,5,12,10,0.38,3,0,4,7,0.27,5,0,0.5,12,30,16,40,9,19,12,17,0.43,3,11,4,18,0.45,15,0,0.5,,,,,,,0.65,43,17,75,35,1.74,2.06,59,26,102.91,53.53
932,796,,11,5,17,28,9,5,14,14,0.5,2,0,3,5,0.18,4,2,0.61,16,29,20,46,11,20,13,14,0.3,5,9,7,21,0.46,6,0,0.5,,,,,,,0.61,49,21,81,35,1.65,1.67,65,28,107.45,46.67
932,954,,11,6,15,26,9,6,11,7,0.27,2,0,4,6,0.23,6,0,0.5,12,9,4,22,10,8,4,8,0.36,2,1,0,3,0.14,3,0,0.5,,,,,,,1.18,39,13,33,11,0.85,0.85,36,12,30.46,10.15
816,880,,20,22,26,48,15,15,18,6,0.13,5,7,8,20,0.42,4,0,0.5,15,18,18,40,13,13,14,2,0.05,2,5,4,11,0.28,4,0,0.5,,,,,,,1.2,74,26,53,13,0.72,0.5,63.5,19.5,45.48,9.75
920,936,,5,8,23,30,5,8,17,21,0.7,0,0,6,6,0.2,12,2,0.57,13,9,9,26,11,7,8,7,0.27,2,2,1,5,0.19,1,0,0.5,,,,,,,1.15,59,29,38,12,0.64,0.41,48.5,20.5,31.24,8.48
886,866,,4,10,26,28,4,7,17,23,0.82,0,3,9,12,0.43,15,0,0.5,10,15,23,36,7,11,16,12,0.33,3,4,7,14,0.39,7,0,0.5,,,,,,,0.78,63,35,62,26,0.98,0.74,62.5,30.5,61.51,22.66
966,930,,8,5,8,20,7,5,8,4,0.2,1,0,0,1,0.05,2,0,0.5,7,7,14,24,7,6,10,9,0.38,0,1,4,5,0.21,7,0,0.5,,,,,,,0.83,25,5,38,14,1.52,2.8,31.5,9.5,47.88,26.6
898,850,,9,14,21,34,8,12,14,8,0.24,1,2,7,10,0.29,11,0,0.5,16,22,18,40,12,16,12,8,0.2,4,6,6,16,0.4,2,0,0.5,,,,,,,0.85,52,18,64,24,1.23,1.33,58,21,71.38,28
928,848,,8,19,4,24,7,13,4,15,0.63,1,6,0,7,0.29,11,2,0.67,13,25,16,40,10,18,10,14,0.35,3,7,6,16,0.4,5,0,0.5,,,,,,,0.6,48,24,70,30,1.46,1.25,59,27,86.04,33.75
926,852,,6,8,21,30,6,8,16,18,0.6,0,0,5,5,0.17,10,2,0.53,13,18,16,36,10,14,10,6,0.17,3,4,6,13,0.36,5,2,0.56,,,,,,,0.83,55,25,57,21,1.04,0.84,56,23,58.04,19.32
884,862,,15,6,21,34,10,6,16,14,0.41,5,0,5,10,0.29,5,2,0.62,20,22,11,40,14,16,10,8,0.2,6,6,1,13,0.33,5,0,0.5,,,,,,,0.85,60,26,61,21,1.02,0.81,60.5,23.5,61.51,18.98
812,742,,19,20,15,40,14,14,10,5,0.13,5,6,5,16,0.4,2,2,0.68,26,25,33,58,18,18,22,8,0.14,8,7,11,26,0.45,7,0,0.5,,,,,,,0.69,63,23,92,34,1.46,1.48,77.5,28.5,113.17,42.13
950,902,,12,7,6,22,10,6,6,8,0.36,2,1,0,3,0.14,3,0,0.5,7,15,19,32,6,12,14,10,0.31,1,3,5,9,0.28,6,0,0.5,,,,,,,0.69,33,11,51,19,1.55,1.73,42,15,64.91,25.91
916,904,,11,9,18,30,9,8,13,9,0.3,2,1,5,8,0.27,7,0,0.5,8,26,5,30,7,18,5,24,0.8,1,8,0,9,0.3,15,0,0.5,,,,,,,1,47,17,63,33,1.34,1.94,55,25,73.72,48.53
838,962,,14,22,20,42,10,15,15,3,0.07,4,7,5,16,0.38,5,0,0.5,7,7,9,22,7,7,8,2,0.09,0,0,1,1,0.05,2,0,0.5,,,,,,,1.91,61,19,25,3,0.41,0.16,43,11,17.62,1.74
874,928,,13,14,20,34,9,11,14,8,0.24,4,3,6,13,0.38,5,2,0.56,12,15,4,24,9,11,4,9,0.38,3,4,0,7,0.29,5,0,0.5,,,,,,,1.42,57,23,40,16,0.7,0.7,48.5,19.5,34.04,13.57
814,802,,21,23,20,46,16,15,14,2,0.04,5,8,6,19,0.41,5,0,0.5,18,21,28,46,14,14,18,8,0.17,4,7,10,21,0.46,9,0,0.5,,,,,,,1,67,21,75,29,1.12,1.38,71,25,79.48,34.52
724,808,,25,26,31,62,18,18,17,16,0.26,7,8,14,29,0.47,13,2,0.56,14,23,27,44,10,17,17,7,0.16,4,6,10,20,0.45,10,0,0.5,,,,,,,1.41,109,47,71,27,0.65,0.57,90,37,58.62,21.26
